,meta_game_name,meta_platform,meta_publisher,meta_release_date,meta_critic_score,meta_user_score,meta_esrb,meta_genre,meta_multiplayer,meta_full_url
390,"
We Happy Few
","

                                                        Xbox One
                                                    
","

                                                        Compulsion Games
                                                    
					, 						
                                                        Gearbox Publishing
                                                    
","Aug 10, 2018",64,"
5.7
",M,Action Adventure,no,https://www.metacritic.com/game/xbox-one/we-happy-few
391,"
DreamWorks How to Train Your Dragon 2
","

                                                        Wii U
                                                    
","

                                                        Little Orbit
                                                    
","Jun 10, 2014",47,"
5.3
",E10+,Action Adventure,no,https://www.metacritic.com/game/wii-u/how-to-train-your-dragon-2
392,"
Darksiders II: Deathinitive Edition
","

                                                        Xbox One
                                                    
","

                                                        Nordic Games Publishing
                                                    
","Oct 30, 2015",75,"
7.5
",M,Action Adventure,no,https://www.metacritic.com/game/xbox-one/darksiders-ii-deathinitive-edition
393,"
ARK: Survival Evolved
","

                                                        Switch
                                                    
","

                                                        Studio Wildcard
                                                    
					, 						
                                                        Solutions 2 GO
                                                    
","Nov 30, 2018",29,"
2.5
",T,Action Adventure,yes,https://www.metacritic.com/game/switch/ark-survival-evolved
394,"
Disneyland Adventures
","

                                                        Xbox One
                                                    
","

                                                        Microsoft Game Studios
                                                    
","Oct 31, 2017",67,"
5.8
",E10+,Action Adventure,no,https://www.metacritic.com/game/xbox-one/disneyland-adventures
395,"
DreamWorks Penguins of Madagascar
","

                                                        3DS
                                                    
","

                                                        Little Orbit
                                                    
","Nov 18, 2014",51,"
tbd
",E,Action,no,https://www.metacritic.com/game/3ds/penguins-of-madagascar
396,"
Conan Exiles
","

                                                        Xbox One
                                                    
","

                                                        Funcom
                                                    
					, 						
                                                        Maximum Games
                                                    
","May  8, 2018",64,"
5.5
",M,Action Adventure,yes,https://www.metacritic.com/game/xbox-one/conan-exiles
397,"
Assassin's Creed Odyssey
","

                                                        PC
                                                    
","

                                                        Ubisoft
                                                    
","Oct  2, 2018",86,"
6.3
",M,Action Adventure,no,https://www.metacritic.com/game/pc/assassins-creed-odyssey
398,"
Hellblade: Senua's Sacrifice
","

                                                        PlayStation 4
                                                    
","

                                                        Ninja Theory
                                                    
","Aug  8, 2017",81,"
7.9
",M,Fantasy,no,https://www.metacritic.com/game/playstation-4/hellblade-senuas-sacrifice
399,"
rain
","

                                                        PlayStation 3
                                                    
","

                                                        SCEA
                                                    
","Oct  1, 2013",72,"
7.8
",E10+,Miscellaneous,no,https://www.metacritic.com/game/playstation-3/rain
400,"
Resident Evil 4
","

                                                        Xbox One
                                                    
","

                                                        Capcom
                                                    
","Aug 30, 2016",76,"
8.2
",M,Action Adventure,no,https://www.metacritic.com/game/xbox-one/resident-evil-4
401,"
Yomawari: The Long Night Collection
","

                                                        Switch
                                                    
","

                                                        NIS America
                                                    
","Oct 30, 2018",73,"
7.2
",M,Miscellaneous,no,https://www.metacritic.com/game/switch/yomawari-the-long-night-collection
402,"
Earthfall
","

                                                        PlayStation 4
                                                    
","

                                                        Holospark
                                                    
					, 						
                                                        Gearbox Publishing
                                                    
","Jul 13, 2018",54,"
5.6
",T,Action,yes,https://www.metacritic.com/game/playstation-4/earthfall
403,"
Assassin's Creed Rogue Remastered
","

                                                        Xbox One
                                                    
","

                                                        Ubisoft
                                                    
","Mar 20, 2018",71,"
7.3
",M,Action Adventure,no,https://www.metacritic.com/game/xbox-one/assassins-creed-rogue-remastered
404,"
Monster Boy and the Cursed Kingdom
","

                                                        Switch
                                                    
","

                                                        Sega
                                                    
					, 						
                                                        FDG Entertainment
                                                    
","Dec  4, 2018",86,"
8.0
",E10+,Action,no,https://www.metacritic.com/game/switch/monster-boy-and-the-cursed-kingdom
405,"
Earthfall
","

                                                        Xbox One
                                                    
","

                                                        Holospark
                                                    
					, 						
                                                        Gearbox Publishing
                                                    
","Jul 13, 2018",56,"
5.5
",T,Action,yes,https://www.metacritic.com/game/xbox-one/earthfall
406,"
Override: Mech City Brawl
","

                                                        PlayStation 4
                                                    
","

                                                        Modus Games
                                                    
","Dec  4, 2018",59,"
7.0
",T,Action,yes,https://www.metacritic.com/game/playstation-4/override-mech-city-brawl
407,"
Beast Quest
","

                                                        PlayStation 4
                                                    
","

                                                        Maximum Games
                                                    
","Mar 13, 2018",33,"
4.6
",E,Action,no,https://www.metacritic.com/game/playstation-4/beast-quest
408,"
Onimusha: Warlords
","

                                                        PlayStation 4
                                                    
","

                                                        Capcom
                                                    
","Jan 15, 2019",73,"
6.6
",M,Action Adventure,no,https://www.metacritic.com/game/playstation-4/onimusha-warlords
409,"
Agony
","

                                                        PlayStation 4
                                                    
","

                                                        PlayWay
                                                    
					, 						
                                                        Maximum Games
                                                    
","May 29, 2018",37,"
4.6
",M,Action Adventure,no,https://www.metacritic.com/game/playstation-4/agony
410,"
Republique
","

                                                        PlayStation 4
                                                    
","

                                                        GungHo
                                                    
","Mar 22, 2016",72,"
5.9
",M,Action Adventure,no,https://www.metacritic.com/game/playstation-4/republique
411,"
Agony
","

                                                        Xbox One
                                                    
","

                                                        PlayWay
                                                    
					, 						
                                                        Maximum Games
                                                    
","May 29, 2018",34,"
4.3
",M,Action Adventure,no,https://www.metacritic.com/game/xbox-one/agony
412,"
Override: Mech City Brawl
","

                                                        Xbox One
                                                    
","

                                                        Modus
                                                    
","Dec  4, 2018",64,"
6.6
",T,Action,yes,https://www.metacritic.com/game/xbox-one/override-mech-city-brawl
413,"
Gravity Rush Remastered
","

                                                        PlayStation 4
                                                    
","

                                                        SCEA
                                                    
","Feb  2, 2016",80,"
8.1
",T,Action,no,https://www.metacritic.com/game/playstation-4/gravity-rush-remastered
414,"
Max: The Curse of Brotherhood
","

                                                        Switch
                                                    
","

                                                        Stage Clear Studios
                                                    
","Dec 21, 2017",73,"
7.1
",E10+,Action Adventure,no,https://www.metacritic.com/game/switch/max-the-curse-of-brotherhood
